emitter/name;emitter/wikidata_id;emitter/ror_id
Universität Potsdam - Universitätsbibliothek;Q827220;
Universität St. Gallen;;0561a3s31
Universität Stuttgart Universitätsbibliothek;Q1616201;
Universität Tübingen;;03a1kwz48
Universität Ulm Kommunikations- und Informationszentrum;Q1755249;
Universität Wien;;03prydq77
Universität Zürich (UB);;02crff812
Universitäts- und Landesbibliothek Bonn;Q2496248;
Universitätsbibliotek Basel;Q683842;
Universitätsbibliotek Bern;Q15852122;
Universitätsbibliothek Bamberg;Q23786596;
Universitätsbibliothek Bayreuth;Q1367678;
Universitätsbibliothek Bielefeld;Q1770764;
Universitätsbibliothek der Technischen Universität München;Q1612500;
Universitätsbibliothek der Universität Potsdam;Q827220;
Universitätsbibliothek Erlangen-Nürnberg Technisch-naturwissenschaftliche Zweigbibliothek;Q15979678;
Universitätsbibliothek Erlangen-Nürnberg Technisch-naturwissenschaftliche Zweigbibliothek;Q28737876;
Universitätsbibliothek Kassel / University Library Kassel;;04zc7p361
Universitätsbibliothek Marburg / University Library Marburg;;01rdrb571
Universitätsbibliothek München (LMU);Q2496326;
Universitätsbibliothek Passau;Q23786561;
Universitätsbibliothek Regensburg;Q2496330;
Universitätsbibliothek Würzburg;Q1247229;
Université  Bordeaux Montaigne;;03pbgwk21
Université Bordeaux Montaigne;;03pbgwk21
Université catholique de Louvain (UCLouvain);;02495e989
Université catholique de Louvain;;02495e989
Université Claude Bernard - Lyon I;;029brtt94
universite claude bernard lyon 1;;029brtt94
Université Clermont Auvergne;;01a8ajp46
Université Côte d'Azur - UCA;;019tgvf94
Université Côte d'Azur;;019tgvf94
Université d'Angers;;04yrqp957
Université d'Evry-Val-d'Essonne;;00e96v939
Université d'Orléans;;014zrew76
Université de Bordeaux;;057qpr032
Université de Bourgogne;;03k1bsr36
Université de Caen Normandie;;051kpcy16
Université de Corse Pasquale Paoli;;050ra0n32
Université de Fribourg;;022fs9h90
Université de Genève;;01swzsf04
Université de Haute-Alsace;;04k8k6n84
Université de l'Ontario Français;;0143qz379
Université de la Polynésie Française - Tahiti;;03ay59x86
Université de La Réunion;;005ypkf75
Université de La Rochelle;;04mv1z119
Université de Lausanne;;019whta54
Université de Liège (ULiège);;00afp2z80
Université de Liège;;00afp2z80
Université de Limoges;;02cp04407
Université de Lorraine;;04vfs2w97
Université de Moncton;;029tnqt29
Université de Mons (UMONS);;02qnnz951
Université de Mons;;02qnnz951
Université de Montpellier;;051escj72
Université de Montréal;;0161xgx34
Université de Neuchâtel;;00vasag41
Université de Paris Ouest Nanterre La Défense - Paris X;;013bkhk48
Université de Paris Ouest Nanterre La Défense;;013bkhk48
Université de Pau et des Pays de l'Adour - UPPA;;01frn9647
Université de Pau et des Pays de l'Adour;;01frn9647
Université de Rennes I;;015m7wh34
Université de Rennes II Haute-Bretagne;;01m84wm78
Université de Rennes;;015m7wh34
Université de Sherbrooke;;00kybxq39
Université de Strasbourg;;00pg6eq24
Université de Toulouse Jean Jaurès - Toulouse II;;04ezk3x31
Université de Tours;;02wwzvj46
Université de Versailles Saint-Quentin-en-Yvelines;;03mkjjy25
Université des Antilles;;02ryfmr77
Université du Littoral Côte d'Opale;;02gdcg342
Université du Québec à Montréal;;002rjbv21
Université du Québec à Trois-Rivières;;02xrw9r68
Université du Québec en Outaouais;;011pqxa69
Université Grenoble Alpes;;02rx3b187
Université Gustave Eiffel;;03x42jk29
Université Jean Monnet Saint-Etienne;;04yznqr36
Université Jean Moulin - Lyon III;;05b5c0584
Université Laval;;04sjchr03
Université Libre de Bruxelles (ULB);;01r9htc13
Université Libre de Bruxelles;;01r9htc13
Université Lumière - Lyon II;;03rth4p18
Université Paris-Saclay;;03xjwb503
Université Paul Valéry - Montpellier III;;00qhdy563
Université Savoie Mont Blanc;;04gqg1a07
Université Toulouse - Jean Jaurès;;04ezk3x31
Université Vincennes-Saint Denis - Paris VIII;;04wez5e68
Universiteit Leiden;;027bh9e22
Universiteit Twente;;006hf6230
Universitetsforlaget A S / H. Aschehoug & Co (W. Nygaard) AS;;0314d3054
Universitetsforlaget A S;;0314d3054
University at Buffalo, SUNY;;01y64my43
University College Cork;;03265fv13
University College Dublin;;05m7pjf47
University College London;;02jx3x895
University Laval;;04sjchr03
University Library Giessen;Q28733453;
University of Agder;;03x297z98
University of Alabama;;03xrrjk67
University of Alberta;;0160cpw27
University of Amsterdam;;04dkp9463
University of Antwerpen;;008x57b05
University of Arizona;;03m2x1q45
University of Arkansas;;05jbt9m15
University of Bath;;002h8g185
University of Bergen;;03zga2b32
University of Birmingham;;03angcq70
University of Bristol;;0524sp257
University of British Columbia;;03rmrcq20
University of Buckingham Press Limited;Q101046165;
University of California San Diego;;0168r3w48
University of California-Berkeley;;01an7q238
University of California-Davis;;05rrcem69
University of California-Irvine;;04gyf1771
University of California-Los Angeles;;046rm7j60
University of California-Merced;;00d9ah105
University of California-Riverside;;03nawhv43
University of California-San Francisco;;043mz5j54
University of California-Santa Barbara;;02t274463
University of California-Santa Cruz;;03s65by71
University of California;;00pjdza24
University of Cambridge;;013meh722
University of Central Lancashire;;010jbqd54
University of Chicago;;024mw5h28
University of Colorado Boulder;;02ttsq026
University of Colorado Strauss Health Sciences Library;;00jc20583
University of Connecticut;;02der9h97
University Of Connecticut;;02der9h97
University of Continuing Education Krems / Universität für Weiterbildung Krems;;03ef4a036
University of Dayton;;021v3qy27
University of Denver;;04w7skc03
University of Durham;;01v29qb04
University of East Anglia;;026k5mg93
University of Eastern Finland including Kuopio University Hospital;;00cyydd11
University of Edinburgh;;01nrxwf90
University of Exeter;;03yghzc09
University of Florida;;02y3ad647
University of Galway;;03bea9k73
University of Glasgow;;00vtgdb53
University of Greenwich;;00bmj0a71
University of Groningen;;012p63287
University of Guelph;;01r7awg59
University of Helsinki including Helsinki University Central Hospital;;040af2s02
University of Hertfordshire;;0267vjk41
University of Huddersfield;;05t1h8f27
University of Hull;;04nkhwh30
University of Idaho;;03hbp5t65
University of Illinois at Chicago;;02mpq6x41
University of Illinois at Urbana-Champaign;;047426m28
University of Innsbruck;;054pv6659
University of Iowa;;036jqmy94
University of Johannesburg;;04z6c2n17
University of Jyväskylä;;05n3dz165
University of Kansas;;001tmjg57
University of Kent;;00xkeyj56
University of Lancaster;;04f2nsd36
University of Lapland;;05jzt8766
University of Leeds;;024mrxd33
University of Lethbridge;;044j76961
University of Limerick;;00a0n9e72
University of Liverpool;;04xs57h96
University of Maine at Orono;;01adr0w49
University of Manchester;;027m9bs27
University of Maribor;;01d5jce07
University of Mary Washington ;;03b48gv34
University of Mary Washington;;03b48gv34
University of Maryland;;047s2c258
University of Massachusetts - Amherst;;0072zz521
University of Massachusetts Boston (UMass Boston);;04ydmy275
University of Massachusetts Boston;;04ydmy275
University of Massachusetts Chan Medical School ;;0464eyp60
University of Massachusetts Chan Medical School (UMass Chan Medical);;0464eyp60
University of Massachusetts-Amherst;;0072zz521
University of Massachusetts;;0260j1g46
University of Melbourne;;01ej9dk98
University of Miami;;02dgjyy92
University of Michigan;;00jmfr291
University of Minho;;037wpkx04
University of Minnesota;;017zqws13
University of Mount Union;;022xw8j65
University of Natural Resources and Life Sciences (BOKU).;;057ff4y42
University of Nebraska;;0238rvs44
University of Nevada-Las Vegas;;0406gha72
University of Nevada, Las Vegas;;0406gha72
University of New Brunswick;;05nkf0n29
University of New England;;04r659a56
University of New Hampshire;;01rmh9n78
University of New Mexico;;05fs6jp91
University of New South Wales;;03r8z3t63
University of Newcastle (Tyne);;01kj2bm70
University of North Carolina-Chapel Hill;;0130frc33
University of Northern British Columbia;;025wzwv46
University of Northern Colorado;;016bysn57
University of Notre Dame;;00mkhxb43
University Of Notre Dame;;00mkhxb43
University of Nottingham;;01ee9ar58
University of Oklahoma;;02aqsxs83
University of Ontario Institute of Technology;;016zre027
University of Oregon;;0293rh119
University Of Oslo Library;Q3354774;
University of Otago;;01jmxt844
University of Ottawa;;03c4mmv16
University of Oulu including Oulu University Hospital;;03yj89h83
University of Oxford / Bodleian Libraries;;052gg0110
University of Oxford;;052gg0110
University of Padua / CAB - Centro di Ateneo per le Biblioteche;;00240q980
University of Pennsylvania;;00b30xv10
University of Pittsburgh;;01an3r305
University of Portland;;01q6pmm96
University of Primorska;;05xefg082
University of Reading;;05v62cm79
University of Redlands;;02hfyct53
University of Rhode Island;;013ckk937
University Of Rhode Island;;013ckk937
University of Richmond;;03y71xh61
University of Rochester;;022kthw22
University of Salford;;01tmqtf75
University of Saskatchewan;;010x8gc63
University of Sheffield;;05krs5044
University of Skövde;;051mrsz47
University of South Australia;;01p93h210
University of South Carolina - Beaufort;;05ked8481
University of South Carolina - Columbia;;02b6qw903
University of South Florida;;032db5x82
University of South-Eastern Norway;;05ecg5h20
University Of South-Eastern Norway;;05ecg5h20
University of Southampton;;01ryk1543
University of Southern Queensland;;04sjbnx57
University of St Andrews;;02wn5qz54
University of St. Andrews;;02wn5qz54
University Of Stavanger;;02qte9q33
University of Surrey;;00ks66431
University of Sussex;;00ayhx656
University of Technology Sydney;;03f0f6041
University of Tennessee;;020f3ap87
University of Texas at Arlington;;019kgqr73
University of Texas at Austin;;00hj54h04
University of Texas, Austin Libraries;Q57940931;
University of the Arts London;;04cnfrn26
University of the Fraser Valley;;04h6w7946
University of the Sunshine Coast ;;016gb9e15
University of Toronto;;03dbr7087
University of Turku including Turku university central hospital;;05vghhr25
University of Vaasa;;03769b225
University of Veterinary Medicine, Vienna;;01w6qp003
University of Virginia ;;0153tk833
University of Virginia;;0153tk833
University of Virginia's College at Wise;;04hx5st34
University of Waikato;;013fsnh78
University of Wales Trinity St David;;05gkzcc88
University of Warwick;;01a77tt86
University of Washington;;00cvxb145
University of Waterloo;;01aff2v68
University of West Florida;;002w4zy91
University of Westminster;;04ycpbx82
University of Winnipeg;;02gdzyx04
University of Wisconsin-Madison;;01e4byj08
University of Wolverhampton;;01k2y1055
University of Wyoming;;01485tq96
University of York;;04m01e293
University of Zürich;;02crff812
Unviersity of Warwick;;01a77tt86
Uppsala Universitetsbibliotek;Q2901382;
Uppsala University ;;048a87296
Uppsala University;;048a87296
USI- Universita' della Svizzera italiana;;03c4atk17
Utrecht University;;04pp8hn57
Vanderbilt University;;02vm5rt34
Vassar College Libraries;Q98412853;
Vassar College;;022x6qg61
VCCS Systems Office;;00a45e114
Victoria University;;04j757h98
VID Specialized University;;0191b3351
Villanova University;;02g7kd627
Virginia Commonwealth University;;02nkdxk79
Virginia Community College System (VCCS);;00a45e114
Virginia Military Institute;;01ngnm118
Virginia State University;;04esvpn06
Virginia Tech;;02smfhw86
Virginia Western Community College;;0018h5d52
VIVA/JMU Procurement Services;;021gxf250
Vlaamse Overheid;;04qxsrb28
Vrije Universiteit Brussel;;006e5kg04
Vrije University Amsterdem;;008xxew50
Wageningen Univesity & Research;;013dzwk66
Wake Forest University;;0207ad724
Walla Walla University;;02x559v43
Washburn University;;04sk2ar21
Washington & Lee University;;05r9xgf14
Washington and Jefferson College;;05k3dc376
Washington and Lee University;;05r9xgf14
Washington State University;;05dk0ce17
Washington University in St Louis;;01yc7t268
Washington University in St. Louis;;01yc7t268
Wayne State University;;01070mq45
Wenatchee Valley College;;04pjzhr83
Wesleyan University;;05h7xva58
West Liberty University;;03gfrak98
Western Norway University Of Applied Sciences;;05phns765
Western Oregon University;;002xn4752
Western State Colorado University;;02xs3dj23
Western University;;02grkyz14
Western Washington University;;05wn7r715
Whitman College;;05axv8155
Whitworth University;;04j9d0s43
Wilfrid Laurier University;;00fn7gb05
Willamette University;;04g9e0f44
Worcester Polytechnic Institute;;05ejpqr48
WU Vienna University of Economics and Business;;03yn8s215
Xavier University Ateneo de Cagayan,;;04byt9g09
Xavier University Ateneo de Cagayan;;04byt9g09
Xi’an Jiaotong – Liverpool University;;03zmrmn05
Yale University;;03v76x132
York St John University;;00z5fkj61
York University;;05fq50484
ZBW – German National Library of Economics;;03a96gc12
Zentral- & Hochschulbibliothek Luzern;;00syhrg42
ZHAW Hochschulbibliothek;;05pmsvm27 
ZPID - Leibniz-Institut für Psychologie / Leibniz Institute for Psychology;;0165gz615
ZPID - Leibniz-Institut für Psychologie;;0165gz615
Zürcher Hochschule der Angewandten Wissenschaften;;05pmsvm27
Zürcher Hochschule der Künste;;05r0ap620
